Gene,Description,De novo PTV Cases,De novo PTV Controls,De novo MisA Cases,De novo MisA Controls,De novo MisB Cases,De novo MisB Controls,DBS PTV Cases,DBS PTV controls,SWE PTV Cases,SWE PTV Controls,Transmitted,Untransmitted,Q‑Val
ENSG00000106178,C-C motif chemokine ligand 24,0,0,0,0,0,0,0,0,0,1,0,1,0.91931
ENSG00000115009,C-C motif chemokine ligand 20,0,0,0,0,0,0,0,0,0,0,1,0,0.91931
ENSG00000274736,C-C motif chemokine ligand 23,0,0,0,0,0,0,0,0,0,0,1,2,0.91931
ENSG00000006606,C-C motif chemokine ligand 26,0,0,0,0,0,0,0,0,0,0,0,0,0.91932
ENSG00000131142,C-C motif chemokine ligand 25,0,0,0,0,0,0,0,0,0,0,1,0,0.91932
ENSG00000213927,C-C motif chemokine ligand 27,0,0,0,0,0,0,0,0,0,0,1,0,0.91932
ENSG00000151882,C-C motif chemokine ligand 28,0,0,0,0,0,0,0,1,0,1,1,3,0.91933
ENSG00000275302,C-C motif chemokine ligand 4,0,0,0,0,0,0,0,0,0,0,0,0,0.91933
ENSG00000277632,C-C motif chemokine ligand 3,0,0,0,0,0,0,0,0,0,0,0,0,0.91933
ENSG00000108688,C-C motif chemokine ligand 7,0,0,0,0,0,0,0,0,0,0,0,0,0.91934
ENSG00000108700,C-C motif chemokine ligand 8,0,0,0,0,0,0,0,0,0,0,1,1,0.91934
ENSG00000276070,C-C motif chemokine ligand 4 like 2,0,0,0,0,0,0,0,0,0,0,0,0,0.91934
ENSG00000112237,cyclin C,0,0,0,0,0,0,0,0,0,0,0,0,0.91935
ENSG00000134057,cyclin B1,0,0,0,0,0,0,0,1,0,0,0,1,0.91935
ENSG00000136280,CCM2 scaffold protein,0,0,0,0,0,0,0,0,0,0,0,0,0.91935
ENSG00000145386,cyclin A2,0,0,0,0,0,0,0,0,0,0,0,0,0.91935
ENSG00000110092,cyclin D1,0,0,0,0,0,0,0,0,0,0,1,0,0.91936
ENSG00000112576,cyclin D3,0,0,0,0,0,0,0,1,0,0,0,0,0.91936
ENSG00000118971,cyclin D2,0,0,0,0,0,0,0,0,0,0,0,0,0.91936
ENSG00000105173,cyclin E1,0,0,0,0,0,0,0,0,0,0,0,0,0.91937
ENSG00000113328,cyclin G1,0,0,0,0,0,0,0,0,0,0,0,0,0.91937
ENSG00000166946,cyclin D1 binding protein 1,0,0,0,0,0,0,0,0,0,0,0,2,0.91937
ENSG00000175305,cyclin E2,0,0,0,0,0,0,0,0,0,0,1,0,0.91937
ENSG00000118816,cyclin I,0,0,0,0,0,0,0,0,0,0,0,0,0.91938
ENSG00000134480,cyclin H,0,0,0,0,0,0,0,0,0,3,0,2,0.91938
ENSG00000138764,cyclin G2,0,0,0,0,0,0,0,0,0,0,0,0,0.91938
ENSG00000090061,cyclin K,0,0,0,0,0,0,0,0,0,0,0,0,0.91939
ENSG00000163660,cyclin L1,0,0,0,0,0,0,0,0,0,0,0,1,0.91939
ENSG00000221978,cyclin L2,0,0,0,0,0,0,0,0,0,0,0,0,0.91939
ENSG00000082258,cyclin T2,0,0,0,1,0,0,0,1,0,2,0,1,0.9194
ENSG00000108100,cyclin Y,0,0,0,0,0,0,1,0,0,1,0,0,0.9194
ENSG00000129315,cyclin T1,0,0,0,0,0,0,0,0,0,0,1,0,0.9194
ENSG00000163249,cyclin Y like 1,0,0,0,0,0,0,0,0,0,0,0,1,0.9194
ENSG00000121807,C-C motif chemokine receptor 2,0,0,0,0,0,0,0,0,0,0,1,1,0.91941
ENSG00000163823,C-C motif chemokine receptor 1,0,0,0,0,0,0,0,1,0,0,0,1,0.91941
ENSG00000184451,C-C motif chemokine receptor 10,0,0,0,0,0,0,0,0,0,0,0,0,0.91941
ENSG00000112486,C-C motif chemokine receptor 6,0,0,0,0,0,0,0,0,0,0,0,0,0.91942
ENSG00000126353,C-C motif chemokine receptor 7,0,0,0,0,0,0,0,0,0,0,1,0,0.91942
ENSG00000183625,C-C motif chemokine receptor 3,0,0,0,0,0,0,0,1,0,2,0,0,0.91942
ENSG00000183813,C-C motif chemokine receptor 4,0,0,0,0,0,0,0,0,0,0,0,0,0.91942
ENSG00000121797,C-C motif chemokine receptor like 2,0,0,0,0,0,0,0,0,1,0,2,1,0.91943
ENSG00000173585,C-C motif chemokine receptor 9,0,0,0,0,0,0,0,0,0,0,0,1,0.91943
ENSG00000179934,C-C motif chemokine receptor 8,0,0,0,0,0,0,0,0,0,0,1,0,0.91943
ENSG00000107771,coiled-coil serine rich protein 2,0,1,0,0,0,0,0,0,0,1,1,0,0.91944
ENSG00000151014,nocturnin,0,0,0,0,0,0,0,0,0,0,0,0,0.91944
ENSG00000154429,"centriole, cilia and spindle associated protein",0,0,0,0,0,0,0,0,0,0,0,0,0.91944
ENSG00000166226,chaperonin containing TCP1 subunit 2,0,0,0,0,0,0,0,0,0,0,0,0,0.91944
ENSG00000115484,chaperonin containing TCP1 subunit 4,0,0,0,0,0,0,0,0,0,0,0,0,0.91945
ENSG00000135624,chaperonin containing TCP1 subunit 7,0,0,0,0,0,0,0,0,0,0,0,0,0.91945
ENSG00000150753,chaperonin containing TCP1 subunit 5,0,0,0,0,0,0,1,1,0,0,0,0,0.91945
ENSG00000116824,CD2 molecule,0,0,0,0,0,0,0,0,0,0,1,0,0.91946
ENSG00000122674,"CCZ1 homolog, vacuolar protein trafficking and biogenesis associated",0,0,0,0,0,0,1,1,0,0,0,0,0.91946
ENSG00000135535,CD164 molecule,0,0,0,0,0,0,0,0,0,0,0,0,0.91946
ENSG00000156261,chaperonin containing TCP1 subunit 8,0,0,0,0,0,0,0,0,0,0,0,2,0.91946
ENSG00000012124,CD22 molecule,0,0,0,0,0,0,0,1,0,1,1,0,0.91947
ENSG00000091972,CD200 molecule,0,0,0,0,0,0,0,0,0,0,1,0,0.91947
ENSG00000206531,CD200 receptor 1 like,0,0,0,0,0,0,0,0,0,0,0,0,0.91947
ENSG00000139193,CD27 molecule,0,0,0,0,0,0,0,0,0,0,0,0,0.91948
ENSG00000150637,CD226 molecule,0,0,0,0,0,0,0,1,0,0,0,0,0.91948
ENSG00000174807,CD248 molecule,0,0,0,1,0,0,0,0,0,0,0,0,0.91948
ENSG00000198821,CD247 molecule,0,0,0,0,0,0,0,0,0,0,0,0,0.91948
ENSG00000120217,CD274 molecule,0,0,0,0,0,0,0,0,0,1,0,0,0.91949
ENSG00000178562,CD28 molecule,0,0,0,0,0,0,0,0,0,0,0,0,0.91949
ENSG00000198087,CD2 associated protein,0,0,0,0,0,0,1,1,0,0,0,1,0.91949
ENSG00000104894,CD37 molecule,0,0,0,0,0,0,0,1,0,0,3,2,0.9195
ENSG00000167775,CD320 molecule,0,0,0,0,0,0,0,0,0,0,0,2,0.9195
ENSG00000174059,CD34 molecule,0,0,0,0,0,0,1,0,0,0,1,1,0.9195
ENSG00000204345,CD300 molecule like family member d,0,0,0,0,0,0,0,0,0,0,0,0,0.9195
ENSG00000160654,CD3g molecule,0,0,0,0,0,0,0,0,0,0,0,0,0.91951
ENSG00000167286,CD3d molecule,0,0,0,0,0,0,1,2,0,0,0,1,0.91951
ENSG00000198851,CD3e molecule,0,0,0,0,0,0,0,1,0,0,3,1,0.91951
ENSG00000101017,CD40 molecule,0,0,0,0,0,0,0,0,0,0,0,0,0.91952
ENSG00000116815,CD58 molecule,0,0,0,0,0,0,0,0,0,0,0,0,0.91952
ENSG00000169442,CD52 molecule,0,0,0,0,0,0,0,0,0,0,0,0,0.91952
ENSG00000196776,CD47 molecule,0,0,0,0,0,0,0,0,0,0,0,0,0.91952
ENSG00000085063,CD59 molecule (CD59 blood group),0,0,0,0,0,0,0,0,0,0,0,0,0.91953
ENSG00000110848,CD69 molecule,0,0,0,0,0,0,0,0,0,0,0,0,0.91953
ENSG00000135404,CD63 molecule,0,0,0,0,0,0,0,1,0,0,0,0,0.91953
ENSG00000019582,CD74 molecule,0,0,0,0,0,0,0,0,0,0,1,0,0.91954
ENSG00000125726,CD70 molecule,0,0,0,0,0,0,0,0,0,0,0,0,0.91954
ENSG00000137101,CD72 molecule,0,0,0,0,0,0,1,0,0,1,1,0,0.91954
ENSG00000173762,CD7 molecule,0,0,0,0,0,0,0,0,0,0,2,0,0.91954
ENSG00000007312,CD79b molecule,0,0,0,0,0,0,0,0,0,0,0,0,0.91955
ENSG00000085117,CD82 molecule,0,0,0,0,0,0,5,3,0,0,1,1,0.91955
ENSG00000112149,CD83 molecule,0,0,0,0,0,0,0,0,0,0,0,1,0.91955
ENSG00000010278,CD9 molecule,0,0,0,0,0,0,0,1,0,0,0,0,0.91956
ENSG00000114013,CD86 molecule,0,0,0,0,0,0,0,0,0,0,0,1,0.91956
ENSG00000123146,adhesion G protein-coupled receptor E5,0,0,0,0,0,0,1,1,1,1,1,0,0.91956
ENSG00000172116,CD8b molecule,0,0,0,0,0,0,0,1,0,0,0,0,0.91956
ENSG00000081377,cell division cycle 14B,0,0,0,0,0,0,1,0,0,2,3,1,0.91957
ENSG00000158825,cytidine deaminase,0,0,0,0,0,0,0,0,0,0,0,1,0.91957
ENSG00000164045,cell division cycle 25A,0,0,0,0,0,0,0,0,0,0,0,0,0.91957
ENSG00000004897,cell division cycle 27,0,0,0,0,0,0,0,0,0,0,0,0,0.91958
ENSG00000099804,"cell division cycle 34, ubiqiutin conjugating enzyme",0,0,0,0,0,0,0,0,0,0,0,1,0.91958
ENSG00000101224,cell division cycle 25B,0,0,0,0,0,0,0,2,0,0,1,0,0.91958
ENSG00000176386,cell division cycle 26,0,0,0,0,0,0,0,0,0,0,0,0,0.91958
ENSG00000070831,cell division cycle 42,0,0,0,0,0,0,0,0,0,0,0,0,0.91959
ENSG00000106993,cell division cycle 37 like 1,0,0,0,0,0,0,0,0,0,0,0,1,0.91959
ENSG00000168438,cell division cycle 40,0,0,0,0,0,0,0,0,0,0,0,0,0.91959
ENSG00000149798,CDC42 effector protein 2,0,0,0,0,0,0,0,0,0,0,0,0,0.9196
ENSG00000163171,CDC42 effector protein 3,0,0,0,0,0,0,0,0,0,0,0,0,0.9196
ENSG00000167617,CDC42 effector protein 5,0,0,0,0,0,0,0,0,0,0,0,0,0.9196
ENSG00000198752,CDC42 binding protein kinase beta,0,0,0,0,0,0,0,0,0,0,0,0,0.9196
ENSG00000093009,cell division cycle 45,0,0,0,0,0,0,0,0,0,1,2,3,0.91961
ENSG00000158985,CDC42 small effector 2,0,0,0,0,0,0,0,0,0,0,0,0,0.91961
ENSG00000197622,CDC42 small effector 1,0,0,0,0,0,0,0,0,0,0,0,0,0.91961
ENSG00000097046,cell division cycle 7,0,0,0,0,0,0,4,4,0,1,0,2,0.91962
ENSG00000111665,cell division cycle associated 3,0,0,0,0,0,0,0,1,0,0,0,3,0.91962
ENSG00000146670,cell division cycle associated 5,0,0,0,0,0,0,0,1,0,1,0,0,0.91962
ENSG00000170779,cell division cycle associated 4,0,0,0,0,0,0,0,3,0,0,0,0,0.91962
ENSG00000134690,cell division cycle associated 8,0,0,0,0,0,0,0,0,0,0,0,1,0.91963
ENSG00000144354,cell division cycle associated 7,0,0,0,0,0,0,0,0,0,0,0,0,0.91963
ENSG00000164649,cell division cycle associated 7 like,0,0,0,0,0,0,0,2,0,1,2,0,0.91963
ENSG00000039068,cadherin 1,0,0,0,0,0,0,0,0,0,0,0,0,0.91964
ENSG00000140937,cadherin 11,0,0,0,0,0,0,0,0,0,0,0,0,0.91964
ENSG00000140945,cadherin 13,0,0,0,0,0,0,1,0,0,1,0,1,0.91964
ENSG00000163814,CUB domain containing protein 1,0,0,0,0,0,0,0,2,1,0,2,1,0.91964
ENSG00000101542,cadherin 20,0,0,0,0,0,0,0,0,0,0,1,0,0.91965
ENSG00000145526,cadherin 18,0,0,0,0,0,0,0,0,0,0,0,1,0.91965
ENSG00000170558,cadherin 2,0,0,0,0,0,0,0,3,0,0,0,0,0.91965
ENSG00000179242,cadherin 4,0,0,0,0,0,0,0,0,0,0,0,0,0.91965
ENSG00000089486,cell death inducing p53 target 1,0,0,0,0,0,0,0,0,0,0,0,0,0.91966
ENSG00000113361,cadherin 6,0,0,0,0,0,0,0,1,0,0,0,0,0.91966
ENSG00000187492,cadherin related family member 4,0,0,0,0,0,0,0,0,0,0,0,0,0.91966
ENSG00000059758,cyclin dependent kinase 17,0,0,0,0,0,0,0,0,0,0,0,0,0.91967
ENSG00000103502,CDP-diacylglycerol--inositol 3-phosphatidyltransferase,0,0,0,0,0,0,0,0,0,0,0,0,0.91967
ENSG00000167258,cyclin dependent kinase 12,0,0,0,0,0,0,0,1,0,0,0,0,0.91967
ENSG00000170312,cyclin dependent kinase 1,0,0,0,0,0,0,0,0,0,0,0,0,0.91967
ENSG00000111328,cyclin dependent kinase 2 associated protein 1,0,0,0,0,0,0,0,0,0,0,0,0,0.91968
ENSG00000123374,cyclin dependent kinase 2,0,0,0,0,0,0,0,0,0,0,0,0,0.91968
ENSG00000167797,cyclin dependent kinase 2 associated protein 2,0,0,0,0,0,0,0,0,0,0,0,0,0.91968
ENSG00000105810,cyclin dependent kinase 6,0,0,0,0,0,0,0,0,0,0,0,0,0.91969
ENSG00000135446,cyclin dependent kinase 4,0,0,0,0,0,0,0,0,0,0,0,0,0.91969
ENSG00000164885,cyclin dependent kinase 5,0,0,0,0,0,0,0,0,0,0,0,0,0.91969
ENSG00000176749,cyclin dependent kinase 5 regulatory subunit 1,0,0,0,0,0,0,0,1,0,0,0,0,0.91969
ENSG00000111276,cyclin dependent kinase inhibitor 1B,0,0,0,0,0,0,0,0,0,0,0,1,0.9197
ENSG00000124762,cyclin dependent kinase inhibitor 1A,0,0,0,0,0,0,0,0,0,0,1,0,0.9197
ENSG00000132964,cyclin dependent kinase 8,0,0,0,0,0,0,0,0,0,0,2,1,0.9197
ENSG00000123080,cyclin dependent kinase inhibitor 2C,0,0,0,0,0,0,0,0,0,0,0,0,0.91971
ENSG00000129757,cyclin dependent kinase inhibitor 1C,0,0,0,0,0,0,0,0,0,0,0,0,0.91971
ENSG00000147883,cyclin dependent kinase inhibitor 2B,0,0,0,0,0,0,0,0,0,0,0,0,0.91971
ENSG00000237190,CDKN2A interacting protein N-terminal like,0,0,0,0,0,0,0,0,0,0,0,2,0.91971
ENSG00000100526,cyclin dependent kinase inhibitor 3,0,0,0,0,0,0,0,0,0,0,0,1,0.91972
ENSG00000129355,cyclin dependent kinase inhibitor 2D,0,0,0,0,0,0,0,2,0,0,0,0,0.91972
ENSG00000129596,cysteine dioxygenase type 1,0,0,0,0,0,0,0,2,0,0,0,0,0.91972
ENSG00000163624,CDP-diacylglycerol synthase 1,0,0,0,0,0,0,0,0,0,2,1,3,0.91973
ENSG00000214819,CMT1A duplicated region transcript 15 like 2,0,0,0,0,0,0,0,0,0,0,0,0,0.91973
ENSG00000223510,CMT1A duplicated region transcript 15,0,0,0,0,0,0,0,0,0,0,0,0,0.91973
ENSG00000239704,CMT1A duplicated region transcript 4,0,0,0,0,0,0,0,0,0,0,0,1,0.91973
ENSG00000091527,CDV3 homolog,0,0,0,0,0,0,0,0,0,0,0,0,0.91974
ENSG00000113722,caudal type homeobox 1,0,0,0,0,0,0,0,0,0,0,0,0,0.91974
ENSG00000204539,corneodesmosin,0,0,0,0,0,0,0,0,0,0,0,0,0.91974
ENSG00000079385,CEA cell adhesion molecule 1,0,0,0,0,0,0,0,0,0,0,1,0,0.91975
ENSG00000086548,CEA cell adhesion molecule 6,0,0,0,0,0,0,0,0,0,0,0,0,0.91975
ENSG00000166446,chromodomain Y like 2,0,0,0,0,0,0,0,0,0,0,0,0,0.91975
ENSG00000213892,"CEA cell adhesion molecule 16, tectorial membrane component",0,0,0,0,0,0,0,0,0,0,1,0,0.91975
ENSG00000092067,CCAAT enhancer binding protein epsilon,0,0,0,0,0,0,0,0,0,0,0,0,0.91976
ENSG00000139610,chymotrypsin like elastase 1,0,0,0,0,0,0,2,0,0,3,3,0,0.91976
ENSG00000149187,CUGBP Elav-like family member 1,0,0,0,0,0,0,0,0,0,0,0,0,0.91976
ENSG00000221869,CCAAT enhancer binding protein delta,0,0,0,0,0,0,0,0,0,0,0,0,0.91976
ENSG00000048740,CUGBP Elav-like family member 2,0,0,0,0,0,0,0,0,0,0,0,0,0.91977
ENSG00000159409,CUGBP Elav-like family member 3,0,0,0,0,0,0,1,2,0,0,0,0,0.91977
ENSG00000161082,CUGBP Elav-like family member 5,0,0,0,0,0,0,0,0,0,0,0,0,0.91977
ENSG00000008300,cadherin EGF LAG seven-pass G-type receptor 3,0,0,0,0,0,0,0,1,0,0,1,1,0.91978
ENSG00000140488,CUGBP Elav-like family member 6,0,0,0,0,0,0,0,0,0,0,0,0,0.91978
ENSG00000143126,cadherin EGF LAG seven-pass G-type receptor 2,0,0,0,0,0,0,5,5,0,1,0,0,0.91978
ENSG00000184524,cell cycle exit and neuronal differentiation 1,0,0,0,0,0,0,0,0,0,0,0,0,0.91978
ENSG00000115163,centromere protein A,0,0,0,0,0,0,0,0,0,0,0,0,0.91979
ENSG00000125817,centromere protein B,0,0,0,0,0,0,0,0,0,0,0,0,0.91979
ENSG00000177946,CENPB DNA-binding domain containing 1,0,0,0,0,0,0,0,0,0,0,0,1,0.91979
ENSG00000100162,centromere protein M,0,0,0,0,0,0,0,0,0,0,0,0,0.9198
ENSG00000120334,centromere protein L,0,0,0,0,0,0,0,0,0,0,0,1,0.9198
ENSG00000138778,centromere protein E,0,0,0,0,0,0,2,3,0,3,1,2,0.9198
ENSG00000145241,centromere protein C,0,0,0,0,0,0,0,0,0,0,0,1,0.9198
ENSG00000166582,centromere protein V,0,0,0,0,0,0,0,0,0,0,0,1,0.91981
ENSG00000188312,centromere protein P,0,0,0,0,0,0,0,0,0,0,0,0,0.91981
ENSG00000203760,centromere protein W,0,0,0,0,0,0,0,0,0,0,0,0,0.91981
ENSG00000099814,centrosomal protein 170B,0,0,0,0,0,0,0,0,0,0,0,0,0.91982
ENSG00000100629,centrosomal protein 128,1,0,0,0,0,0,1,1,0,3,3,2,0.91982
ENSG00000110274,centrosomal protein 164,1,0,0,0,0,0,4,2,1,2,6,6,0.91982
ENSG00000135837,centrosomal protein 350,0,0,0,0,0,0,0,0,0,1,2,0,0.91982
ENSG00000011523,centrosomal protein 68,0,0,0,0,0,0,1,1,0,3,2,1,0.91983
ENSG00000101624,centrosomal protein 76,0,0,0,0,0,0,0,3,1,2,2,0,0.91983
ENSG00000166037,centrosomal protein 57,0,0,0,0,0,0,0,1,0,0,0,2,0.91983
ENSG00000130695,centrosomal protein 85,0,0,0,0,0,0,0,0,0,0,2,0,0.91984
ENSG00000134255,choline/ethanolamine phosphotransferase 1,0,0,0,0,0,0,0,0,0,0,0,0,0.91984
ENSG00000172292,ceramide synthase 6,0,0,0,0,0,0,0,0,0,0,1,0,0.91984
ENSG00000223802,ceramide synthase 1,0,0,0,0,0,0,0,0,0,0,0,0,0.91984
ENSG00000136698,"cripto, FRL-1, cryptic family 1",0,0,0,0,0,0,0,0,0,0,0,0,0.91985
ENSG00000153140,centrin 3,0,0,0,0,0,0,0,0,0,0,1,0,0.91985
ENSG00000177143,centrin 1,0,0,0,0,0,0,0,0,0,0,0,0,0.91985
ENSG00000197766,complement factor D,0,0,0,0,0,0,0,0,0,0,0,0,0.91985
ENSG00000000971,complement factor H,0,0,0,0,0,0,1,1,0,0,0,0,0.91986
ENSG00000153774,craniofacial development protein 1,0,0,0,0,0,0,1,1,0,5,0,0,0.91986
ENSG00000172757,cofilin 1,0,0,0,0,0,0,0,0,0,0,0,0,0.91986
ENSG00000003402,CASP8 and FADD like apoptosis regulator,0,0,0,0,0,0,0,0,0,0,0,0,0.91987
ENSG00000104827,chorionic gonadotropin subunit beta 3,0,0,0,0,0,0,0,0,0,0,0,0,0.91987
ENSG00000135346,"glycoprotein hormones, alpha polypeptide",0,0,0,0,0,0,0,0,0,0,0,0,0.91987
ENSG00000165410,cofilin 2,0,0,0,0,0,0,0,0,0,1,0,0,0.91987
ENSG00000104818,chorionic gonadotropin subunit beta 2,0,0,0,0,0,0,0,0,0,0,0,0,0.91988
ENSG00000196337,chorionic gonadotropin subunit beta 7,0,0,0,0,0,0,0,0,0,0,0,0,0.91988
ENSG00000267631,chorionic gonadotropin subunit beta 1,0,0,0,0,0,0,0,0,0,0,0,0,0.91988
ENSG00000100532,cell growth regulator with ring finger domain 1,0,0,0,0,0,0,0,0,0,0,1,0,0.91989
ENSG00000138135,cholesterol 25-hydroxylase,0,0,0,0,0,0,0,0,0,0,0,0,0.91989
ENSG00000163320,CGG triplet repeat binding protein 1,0,0,0,0,0,0,0,0,0,0,0,0,0.91989
ENSG00000213030,chorionic gonadotropin subunit beta 8,0,0,0,0,0,0,0,0,0,0,0,0,0.91989
ENSG00000100399,chondroadherin like,0,0,0,0,0,0,0,0,0,0,0,0,0.9199
ENSG00000143942,ChaC glutathione specific gamma-glutamylcyclotransferase 2,0,0,0,0,0,0,0,0,0,0,1,1,0.9199
ENSG00000159259,chromatin assembly factor 1 subunit B,0,0,0,0,0,0,0,0,0,0,0,0,0.9199
ENSG00000198824,chromosome alignment maintaining phosphoprotein 1,0,0,0,0,0,0,0,0,0,0,0,0,0.9199
ENSG00000070748,choline O-acetyltransferase,0,0,0,0,0,0,0,1,0,0,2,3,0.91991
ENSG00000163528,coiled-coil-helix-coiled-coil-helix domain containing 4,0,0,0,0,0,0,0,0,0,0,1,0,0.91991
ENSG00000172586,coiled-coil-helix-coiled-coil-helix domain containing 1,0,0,0,0,0,0,0,0,0,1,0,1,0.91991
ENSG00000111642,chromodomain helicase DNA binding protein 4,0,0,0,0,1,0,0,1,0,1,1,1,0.91992
ENSG00000131778,chromodomain helicase DNA binding protein 1 like,1,0,0,0,0,0,3,3,1,3,6,4,0.91992
ENSG00000170004,chromodomain helicase DNA binding protein 3,0,0,1,1,1,0,1,2,0,0,0,0,0.91992
ENSG00000170791,coiled-coil-helix-coiled-coil-helix domain containing 7,0,0,0,0,0,0,0,0,0,0,0,1,0.91992
ENSG00000116254,chromodomain helicase DNA binding protein 5,0,0,0,0,1,0,1,0,0,1,1,0,0.91993
ENSG00000171316,chromodomain helicase DNA binding protein 7,0,0,0,0,0,0,0,0,0,0,1,0,0.91993
ENSG00000177200,chromodomain helicase DNA binding protein 9,0,0,1,0,0,0,1,1,0,3,0,0,0.91993
ENSG00000016391,choline dehydrogenase,0,0,0,0,0,0,0,0,0,1,3,6,0.91994
ENSG00000072609,checkpoint with forkhead and ring finger domains,0,0,0,0,0,0,0,1,0,1,1,4,0.91994
ENSG00000085872,calcium homeostasis endoplasmic reticulum protein,0,0,0,0,0,0,0,0,0,0,0,0,0.91994
ENSG00000109220,cysteine rich hydrophobic domain 2,0,0,0,0,0,0,0,0,0,0,0,1,0.91994
ENSG00000110721,choline kinase alpha,0,0,0,0,0,0,0,1,0,0,0,2,0.91995
ENSG00000115561,charged multivesicular body protein 3,0,0,0,0,0,0,0,0,0,0,0,1,0.91995
ENSG00000130724,charged multivesicular body protein 2A,0,0,0,0,0,0,0,0,0,0,0,0,0.91995
ENSG00000255112,charged multivesicular body protein 1B,0,0,0,0,0,0,0,0,0,0,0,0,0.91995
ENSG00000086065,charged multivesicular body protein 5,0,0,0,0,0,0,0,0,0,0,0,0,0.91996
ENSG00000101421,charged multivesicular body protein 4B,0,0,0,0,0,0,0,0,0,0,0,0,0.91996
ENSG00000176108,charged multivesicular body protein 6,0,0,0,0,0,0,0,0,0,0,0,0,0.91996
ENSG00000106069,chimerin 2,0,0,0,0,0,0,0,0,0,0,1,0,0.91997
ENSG00000110172,cysteine and histidine rich domain containing 1,0,0,0,0,0,0,0,1,0,0,1,0,0.91997
ENSG00000128656,chimerin 1,0,0,0,0,0,0,0,0,0,0,0,0,0.91997
ENSG00000147457,charged multivesicular body protein 7,0,0,0,0,0,0,0,0,0,0,0,0,0.91997
ENSG00000123989,chondroitin polymerizing factor,0,0,0,0,0,0,0,0,0,1,1,0,0.91998
ENSG00000166869,calcineurin like EF-hand protein 2,0,0,0,0,0,0,0,1,0,0,2,5,0.91998
ENSG00000187446,calcineurin like EF-hand protein 1,0,0,0,0,0,0,0,0,0,0,1,0,0.91998
ENSG00000104472,chromatin accessibility complex subunit 1,0,0,0,0,0,0,0,0,0,0,0,0,0.91999
ENSG00000111666,choline phosphotransferase 1,0,0,0,0,0,0,0,0,0,0,1,1,0.91999
ENSG00000133019,cholinergic receptor muscarinic 3,0,0,0,0,0,0,0,0,0,0,0,0,0.91999
ENSG00000181072,cholinergic receptor muscarinic 2,0,0,0,0,0,0,0,0,0,0,0,0,0.91999
ENSG00000080644,cholinergic receptor nicotinic alpha 3 subunit,0,0,0,0,0,0,0,0,0,2,2,2,0.92
ENSG00000160716,cholinergic receptor nicotinic beta 2 subunit,0,0,0,0,0,0,0,0,0,0,1,1,0.92
ENSG00000180720,cholinergic receptor muscarinic 4,0,0,0,2,0,0,0,0,0,0,0,0,0.92
ENSG00000184984,cholinergic receptor muscarinic 5,0,0,0,0,0,0,0,2,0,0,1,0,0.92
ENSG00000115526,carbohydrate sulfotransferase 10,0,0,0,0,0,0,0,0,0,0,0,0,0.92001
ENSG00000117971,cholinergic receptor nicotinic beta 4 subunit,0,0,0,0,0,0,0,0,0,0,2,0,0.92001
ENSG00000171310,carbohydrate sulfotransferase 11,0,0,0,0,0,0,0,0,0,0,0,0,0.92001
ENSG00000122863,carbohydrate sulfotransferase 3,0,0,0,0,0,0,0,0,0,0,2,0,0.92002
ENSG00000135702,carbohydrate sulfotransferase 5,0,0,0,0,0,0,0,0,1,0,1,0,0.92002
ENSG00000169105,carbohydrate sulfotransferase 14,0,0,0,0,0,0,0,0,0,0,0,0,0.92002
ENSG00000182022,carbohydrate sulfotransferase 15,0,0,0,0,0,0,1,3,0,1,0,1,0.92002
ENSG00000160679,chromatin target of PRMT1,0,0,0,0,0,0,0,0,0,0,0,0,0.92003
ENSG00000168802,chromosome transmission fidelity factor 8,0,0,0,0,0,0,0,1,0,0,0,0,0.92003
ENSG00000198108,chondroitin sulfate synthase 3,0,0,0,0,0,0,0,0,0,0,0,0,0.92003
ENSG00000005194,cytokine induced apoptosis inhibitor 1,0,0,0,0,0,0,0,1,0,0,2,2,0.92004
ENSG00000144021,cytosolic iron-sulfur assembly component 1,0,0,0,0,0,0,1,4,0,0,1,2,0.92004
ENSG00000185043,calcium and integrin binding 1,0,0,0,0,0,0,0,0,0,0,1,2,0.92004
ENSG00000213341,component of inhibitor of nuclear factor kappa B kinase complex,0,0,0,0,0,0,0,0,0,0,1,1,0.92004
ENSG00000099622,cold inducible RNA binding protein,0,0,0,0,0,0,0,1,0,1,0,0,0.92005
ENSG00000138433,"corepressor interacting with RBPJ, CIR1",0,0,0,0,0,0,0,1,0,1,2,2,0.92005
ENSG00000176194,cell death inducing DFFA like effector a,0,0,0,0,0,0,0,0,0,0,0,0,0.92005
ENSG00000198894,CLOCK interacting pacemaker,0,0,0,0,0,0,0,0,0,0,0,1,0.92005
ENSG00000122873,CDGSH iron sulfur domain 1,0,0,0,0,0,0,0,0,0,0,0,0,0.92006
ENSG00000141076,UTP4 small subunit processome component,0,0,0,0,0,0,1,1,0,1,1,0,0.92006
ENSG00000145354,CDGSH iron sulfur domain 2,0,0,0,0,0,0,0,1,0,0,0,1,0.92006
ENSG00000136026,cytoskeleton associated protein 4,0,0,0,0,0,0,0,0,0,0,0,0,0.92007
ENSG00000148337,CDKN1A interacting zinc finger protein 1,0,0,0,0,0,0,0,0,0,0,0,2,0.92007
ENSG00000169607,cytoskeleton associated protein 2 like,0,0,0,0,0,0,1,3,0,2,0,1,0.92007
