Gene,Description,Case PTV,Control PTV,Case Missense (MPC ≥ 3),Control Missense (MPC ≥ 3),Case Missense (2 ≤ MPC < 3),Control Missense (2 ≤ MPC < 3),De novo PTV,De Novo Missense (MPC ≥ 3),De Novo Missense (2 ≤ MPC < 3),P meta,Q meta,OR (Class I),OR (Class II)
ENSG00000256762,saitohin,1,12,0,0,0,0,,,,0.478,1,0.334,
ENSG00000070748,choline O-acetyltransferase,11,34,0,0,0,0,,,,0.479,1,1.3,
ENSG00000089053,anaphase promoting complex subunit 5,10,31,0,0,1,6,,,,0.479,1,1.29,0.669
ENSG00000103184,SEC14 like lipid binding 5,11,32,0,0,0,0,,,,0.479,1,1.38,
ENSG00000113615,"SEC24 homolog A, COPII coat complex component",13,36,0,0,0,0,,,,0.479,1,1.45,
ENSG00000140105,tryptophanyl-tRNA synthetase 1,0,8,0,0,0,0,,,,0.479,1,0,
ENSG00000141380,SS18 subunit of BAF chromatin remodeling complex,1,3,0,0,0,0,,,,0.479,1,1.34,
ENSG00000143632,"actin alpha 1, skeletal muscle",4,27,0,0,0,0,,,,0.479,1,0.595,
ENSG00000143740,synaptosome associated protein 47,1,12,0,0,0,0,,,,0.479,1,0.334,
ENSG00000151376,malic enzyme 3,9,25,0,0,0,0,,,,0.479,1,1.45,
ENSG00000158545,zinc finger CCCH-type containing 18,1,3,0,0,1,1,,,,0.479,1,1.34,4.01
ENSG00000162458,filamin binding LIM protein 1,1,11,0,0,0,0,,,,0.479,1,0.365,
ENSG00000163931,transketolase,7,20,0,0,0,0,,,,0.479,1,1.4,
ENSG00000172936,MYD88 innate immune signal transduction adaptor,4,11,0,0,0,0,,,,0.479,1,1.46,
ENSG00000173157,ADAM metallopeptidase with thrombospondin type 1 motif 20,19,97,0,0,0,0,,,,0.479,1,0.786,
ENSG00000178809,tripartite motif containing 73,2,8,0,0,0,0,,,,0.479,1,1,
ENSG00000180340,frizzled class receptor 2,3,5,0,0,0,0,,,,0.479,1,2.41,
ENSG00000183508,terminal nucleotidyltransferase 5C,1,3,0,0,0,1,,,,0.479,1,1.34,0
ENSG00000197362,zinc finger protein 786,13,65,0,0,0,0,,,,0.479,1,0.803,
ENSG00000205669,acyl-CoA thioesterase 6,1,3,0,0,0,0,,,,0.479,1,1.34,
ENSG00000215183,"microseminoprotein, prostate associated",3,6,0,0,0,0,,,,0.479,1,2.01,
ENSG00000087274,adducin 1,2,12,0,0,0,0,,,,0.48,1,0.669,
ENSG00000095596,cytochrome P450 family 26 subfamily A member 1,5,29,0,0,6,31,,,,0.48,1,0.692,0.777
ENSG00000109689,stromal interaction molecule 2,5,10,0,0,0,0,,,,0.48,1,2.01,
ENSG00000110011,DnaJ heat shock protein family (Hsp40) member C4,4,26,0,0,0,0,,,,0.48,1,0.617,
ENSG00000116198,centrosomal protein 104,12,37,0,0,0,0,,,,0.48,1,1.3,
ENSG00000121101,"testis expressed 14, intercellular bridge forming factor",34,114,0,0,0,0,,,,0.48,1,1.2,
ENSG00000136710,coiled-coil domain containing 115,4,25,0,0,0,0,,,,0.48,1,0.642,
ENSG00000137501,synaptotagmin like 2,13,71,0,0,0,0,,,,0.48,1,0.735,
ENSG00000159461,autocrine motility factor receptor,2,12,0,0,0,0,,,,0.48,1,0.669,
ENSG00000160305,disco interacting protein 2 homolog A,8,27,0,0,1,3,,,,0.48,1,1.19,1.34
ENSG00000162290,,1,3,0,0,0,0,,,,0.48,1,1.34,
ENSG00000162852,"consortin, connexin sorting protein",6,16,0,0,0,0,,,,0.48,1,1.51,
ENSG00000170364,SET domain and mariner transposase fusion gene,4,26,0,0,0,0,,,,0.48,1,0.617,
ENSG00000171246,neuronal pentraxin 1,1,3,0,0,1,2,,,,0.48,1,1.34,2.01
ENSG00000173926,membrane associated ring-CH-type finger 3,3,8,0,0,0,0,,,,0.48,1,1.51,
ENSG00000177054,zinc finger DHHC-type palmitoyltransferase 13,16,48,0,0,0,0,,,,0.48,1,1.34,
ENSG00000184571,piwi like RNA-mediated gene silencing 3,25,79,0,0,0,0,,,,0.48,1,1.27,
ENSG00000186660,"ZFP91 zinc finger protein, atypical E3 ubiquitin ligase",0,6,1,8,1,2,,,,0.48,1,0.287,2.01
ENSG00000196932,transmembrane protein 26,7,20,0,0,0,0,,,,0.48,1,1.4,
ENSG00000063601,myotubularin related protein 1,1,2,0,0,0,1,,,,0.481,1,2.01,0
ENSG00000084234,amyloid beta precursor like protein 2,3,18,0,0,0,0,,,,0.481,1,0.669,
ENSG00000105325,fizzy and cell division cycle 20 related 1,1,1,0,0,10,26,,,,0.481,1,4.01,1.54
ENSG00000121318,taste 2 receptor member 10,1,12,0,0,0,0,,,,0.481,1,0.334,
ENSG00000125122,leucine rich repeat containing 29,5,10,0,0,0,0,,,,0.481,1,2.01,
ENSG00000141428,chromosome 18 open reading frame 21,4,10,0,0,0,0,,,,0.481,1,1.61,
ENSG00000160255,integrin subunit beta 2,8,25,0,0,0,0,,,,0.481,1,1.28,
ENSG00000163701,interleukin 17 receptor E,5,18,0,0,0,0,,,,0.481,1,1.11,
ENSG00000169116,prostate androgen-regulated mucin-like protein 1,1,12,0,0,0,0,,,,0.481,1,0.334,
ENSG00000176692,forkhead box C2,1,3,0,0,0,0,,,,0.481,1,1.34,
ENSG00000182508,LHFPL tetraspan subfamily member 1,1,3,0,0,0,0,,,,0.481,1,1.34,
ENSG00000182870,polypeptide N-acetylgalactosaminyltransferase 9,4,13,0,0,0,0,,,,0.481,1,1.23,
ENSG00000185947,zinc finger protein 267,6,36,0,0,0,0,,,,0.481,1,0.669,
ENSG00000186522,septin 10,10,30,0,0,0,0,,,,0.481,1,1.34,
ENSG00000188729,osteocrin,1,3,0,0,0,0,,,,0.481,1,1.34,
ENSG00000011332,double PHD fingers 1,2,6,0,0,9,21,,,,0.482,1,1.34,1.72
ENSG00000064547,lysophosphatidic acid receptor 2,4,10,0,0,0,0,,,,0.482,1,1.61,
ENSG00000100401,Ran GTPase activating protein 1,4,11,0,0,0,0,,,,0.482,1,1.46,
ENSG00000107282,amyloid beta precursor protein binding family A member 1,4,10,0,0,0,7,,,,0.482,1,1.61,0
ENSG00000116670,mitotic arrest deficient 2 like 2,1,12,0,0,2,4,,,,0.482,1,0.334,2.01
ENSG00000123146,adhesion G protein-coupled receptor E5,9,31,1,6,3,4,,,,0.482,1,1.08,3.01
ENSG00000132359,RAP1 GTPase activating protein 2,6,14,0,0,0,0,,,,0.482,1,1.72,
ENSG00000137996,"RNA 3'-terminal phosphate cyclase",8,26,0,0,0,0,,,,0.482,1,1.24,
ENSG00000138669,protein kinase cGMP-dependent 2,4,11,0,0,0,0,,,,0.482,1,1.46,
ENSG00000143387,cathepsin K,5,13,0,0,0,0,,,,0.482,1,1.54,
ENSG00000144031,ankyrin repeat domain 53,11,28,0,0,0,0,,,,0.482,1,1.58,
ENSG00000160783,polyamine modulated factor 1,6,14,0,0,0,0,,,,0.482,1,1.72,
ENSG00000162604,TM2 domain containing 1,6,16,0,0,0,0,,,,0.482,1,1.51,
ENSG00000166197,nucleolar and coiled-body phosphoprotein 1,4,27,0,0,0,0,,,,0.482,1,0.595,
ENSG00000168876,ankyrin repeat domain 49,4,10,0,0,0,0,,,,0.482,1,1.61,
ENSG00000170279,chromosome 7 open reading frame 33,3,7,0,0,0,0,,,,0.482,1,1.72,
ENSG00000177981,ankyrin repeat and SOCS box containing 8,7,21,0,0,0,0,,,,0.482,1,1.34,
ENSG00000181894,zinc finger protein 329,4,27,0,0,0,0,,,,0.482,1,0.595,
ENSG00000185480,PARP1 binding protein,6,40,0,0,0,0,,,,0.482,1,0.602,
ENSG00000040731,cadherin 10,3,9,0,0,0,0,,,,0.483,1,1.34,
ENSG00000053501,unconventional SNARE in the ER 1,5,27,0,0,0,0,,,,0.483,1,0.743,
ENSG00000058799,Yip1 domain family member 1,4,27,0,0,0,0,,,,0.483,1,0.595,
ENSG00000100296,THO complex 5,3,21,0,0,0,0,,,,0.483,1,0.573,
ENSG00000103145,host cell factor C1 regulator 1,1,3,0,0,0,0,,,,0.483,1,1.34,
ENSG00000104765,BCL2 interacting protein 3 like,1,3,0,0,0,0,,,,0.483,1,1.34,
ENSG00000108370,regulator of G protein signaling 9,14,43,0,0,0,0,,,,0.483,1,1.31,
ENSG00000109586,polypeptide N-acetylgalactosaminyltransferase 7,5,32,0,0,0,0,,,,0.483,1,0.627,
ENSG00000112562,SPARC related modular calcium binding 2,6,17,0,0,0,0,,,,0.483,1,1.42,
ENSG00000130304,solute carrier family 27 member 1,8,49,0,0,0,0,,,,0.483,1,0.655,
ENSG00000130821,solute carrier family 6 member 8,2,4,0,0,9,22,,,,0.483,1,2.01,1.64
ENSG00000170242,ubiquitin specific peptidase 47,2,12,0,0,6,23,,,,0.483,1,0.669,1.05
ENSG00000183091,nebulin,46,196,0,0,0,0,,,,0.483,1,0.962,
ENSG00000184022,olfactory receptor family 2 subfamily T member 10,4,27,0,0,0,0,,,,0.483,1,0.595,
ENSG00000188069,,1,12,0,0,0,0,,,,0.483,1,0.334,
ENSG00000204396,von Willebrand factor A domain containing 7,10,31,0,0,0,0,,,,0.483,1,1.29,
ENSG00000253305,"protocadherin gamma subfamily B, 6",9,46,0,0,0,0,,,,0.483,1,0.785,
ENSG00000088727,kinesin family member 9,16,52,0,0,0,0,,,,0.484,1,1.24,
ENSG00000106624,AE binding protein 1,12,48,0,0,0,0,,,,0.484,1,1,
ENSG00000114735,HemK methyltransferase family member 1,6,16,0,0,0,0,,,,0.484,1,1.51,
ENSG00000118162,"kaptin, actin binding protein",7,20,0,0,0,0,,,,0.484,1,1.4,
ENSG00000124444,zinc finger protein 576,3,10,0,0,0,0,,,,0.484,1,1.2,
ENSG00000131067,gamma-glutamyltransferase 7,4,11,0,0,7,23,,,,0.484,1,1.46,1.22
ENSG00000133665,DPY30 domain containing 2,1,7,0,0,0,0,,,,0.484,1,0.573,
ENSG00000134996,osteoclast stimulating factor 1,4,10,0,0,0,0,,,,0.484,1,1.61,
ENSG00000138942,ring finger protein 185,3,8,0,0,0,0,,,,0.484,1,1.51,
ENSG00000139350,NEDD1 gamma-tubulin ring complex targeting factor,2,18,0,0,0,0,,,,0.484,1,0.446,
ENSG00000141052,myocardin,6,16,0,0,0,0,,,,0.484,1,1.51,
ENSG00000147432,cholinergic receptor nicotinic beta 3 subunit,8,26,0,0,0,0,,,,0.484,1,1.24,
ENSG00000152749,G protein-coupled receptor 180,4,27,0,0,0,0,,,,0.484,1,0.595,
ENSG00000165716,divergent protein kinase domain 1B,4,11,0,0,0,0,,,,0.484,1,1.46,
ENSG00000172167,MDM2 binding protein,12,40,0,0,0,0,,,,0.484,1,1.2,
ENSG00000175445,lipoprotein lipase,8,22,0,0,0,0,,,,0.484,1,1.46,
ENSG00000185798,WD repeat domain 53,5,13,0,0,0,0,,,,0.484,1,1.54,
ENSG00000204520,MHC class I polypeptide-related sequence A,5,24,0,0,0,0,,,,0.484,1,0.836,
ENSG00000214216,IQ motif containing J,4,11,0,0,0,0,,,,0.484,1,1.46,
ENSG00000007306,CEA cell adhesion molecule 7,2,13,0,0,0,0,,,,0.485,1,0.617,
ENSG00000047188,YTH domain containing 2,2,4,0,0,0,0,,,,0.485,1,2.01,
ENSG00000075213,semaphorin 3A,1,11,0,0,0,0,,,,0.485,1,0.365,
ENSG00000106069,chimerin 2,2,18,0,0,0,0,,,,0.485,1,0.446,
ENSG00000115488,neuraminidase 2,8,27,0,0,0,0,,,,0.485,1,1.19,
ENSG00000120756,plastin 1,5,27,0,0,0,0,,,,0.485,1,0.743,
ENSG00000124104,sorting nexin family member 21,7,17,0,0,0,0,,,,0.485,1,1.65,
ENSG00000137449,cytoplasmic polyadenylation element binding protein 2,4,8,1,0,9,56,,,,0.485,1,2.51,0.645
ENSG00000144815,neurexophilin and PC-esterase domain family member 3,3,23,0,0,0,0,,,,0.485,1,0.523,
ENSG00000144909,oxysterol binding protein like 11,1,12,0,0,0,0,,,,0.485,1,0.334,
ENSG00000185955,chromosome 7 open reading frame 61,1,12,0,0,0,0,,,,0.485,1,0.334,
ENSG00000250565,ATPase H+ transporting V1 subunit E2,1,12,0,0,0,0,,,,0.485,1,0.334,
ENSG00000077264,p21 (RAC1) activated kinase 3,0,2,2,4,7,15,,,,0.486,1,1.34,1.87
ENSG00000078304,"protein phosphatase 2 regulatory subunit B'gamma",3,5,0,0,1,24,,,,0.486,1,2.41,0.167
ENSG00000100665,serpin family A member 4,4,19,0,0,0,0,,,,0.486,1,0.845,
ENSG00000106511,mesenchyme homeobox 2,0,8,0,0,0,0,,,,0.486,1,0,
ENSG00000111711,golgi transport 1B,1,3,0,0,0,1,,,,0.486,1,1.34,0
ENSG00000119403,PHD finger protein 19,1,4,0,0,3,26,,,,0.486,1,1,0.463
ENSG00000132744,aminoacylase 3,4,27,0,0,0,0,,,,0.486,1,0.595,
ENSG00000133657,ATPase 13A3,2,16,0,0,0,0,,,,0.486,1,0.502,
ENSG00000138109,cytochrome P450 family 2 subfamily C member 9,9,26,0,0,0,0,,,,0.486,1,1.39,
ENSG00000144848,autophagy related 3,2,7,0,0,1,1,,,,0.486,1,1.15,4.01
ENSG00000148842,cyclin and CBS domain divalent metal cation transport mediator 2,1,3,0,0,0,0,,,,0.486,1,1.34,
ENSG00000162777,DENN domain containing 2D,4,19,0,0,0,0,,,,0.486,1,0.845,
ENSG00000163453,insulin like growth factor binding protein 7,4,12,0,0,0,0,,,,0.486,1,1.34,
ENSG00000165511,ZNF22 antisense RNA 1,3,15,0,0,0,0,,,,0.486,1,0.803,
ENSG00000168515,secretoglobin family 1D member 1,1,3,0,0,0,0,,,,0.486,1,1.34,
ENSG00000168906,methionine adenosyltransferase 2A,1,3,0,0,5,10,,,,0.486,1,1.34,2.01
ENSG00000169683,leucine rich repeat containing 45,3,8,0,0,0,0,,,,0.486,1,1.51,
ENSG00000175893,zinc finger DHHC-type palmitoyltransferase 21,0,8,0,0,0,0,,,,0.486,1,0,
ENSG00000198554,WD repeat and HMG-box DNA binding protein 1,19,60,0,0,0,0,,,,0.486,1,1.27,
ENSG00000213347,MAX dimerization protein 3,1,12,0,0,0,0,,,,0.486,1,0.334,
ENSG00000241794,small proline rich protein 2A,1,3,0,0,0,3,,,,0.486,1,1.34,0
ENSG00000253953,"protocadherin gamma subfamily B, 4",13,39,0,0,0,0,,,,0.486,1,1.34,
ENSG00000069482,galanin and GMAP prepropeptide,4,11,0,0,0,0,,,,0.487,1,1.46,
ENSG00000073849,"ST6 beta-galactoside alpha-2,6-sialyltransferase 1",1,11,0,0,0,0,,,,0.487,1,0.365,
ENSG00000103335,piezo type mechanosensitive ion channel component 1,10,14,0,0,0,0,,,,0.487,1,2.87,
ENSG00000104442,armadillo repeat containing 1,3,8,0,0,0,0,,,,0.487,1,1.51,
ENSG00000107951,mitochondrial poly(A) polymerase,4,10,0,0,0,0,,,,0.487,1,1.61,
ENSG00000116521,secretory carrier membrane protein 3,4,10,0,0,0,0,,,,0.487,1,1.61,
ENSG00000125798,forkhead box A2,1,3,0,0,0,0,,,,0.487,1,1.34,
ENSG00000134533,RAS like estrogen regulated growth inhibitor,3,8,0,0,0,0,,,,0.487,1,1.51,
ENSG00000135932,calcium binding protein 39,1,3,0,0,0,1,,,,0.487,1,1.34,0
ENSG00000143028,synaptophysin like 2,1,11,0,0,0,0,,,,0.487,1,0.365,
ENSG00000143458,GA binding protein transcription factor subunit beta 2,2,18,0,0,0,0,,,,0.487,1,0.446,
ENSG00000172209,G protein-coupled receptor 22,3,8,0,0,0,0,,,,0.487,1,1.51,
ENSG00000187944,chromosome 2 open reading frame 66,0,7,0,0,0,0,,,,0.487,1,0,
ENSG00000257017,haptoglobin,2,19,0,0,0,0,,,,0.487,1,0.422,
ENSG00000263155,myocardial zonula adherens protein,7,44,0,0,0,0,,,,0.487,1,0.638,
ENSG00000126821,sphingosine-1-phosphate phosphatase 1,2,5,0,0,10,27,,,,0.488,1,1.61,1.49
ENSG00000130584,zinc finger and BTB domain containing 46,1,4,1,2,1,2,,,,0.488,1,1.34,2.01
ENSG00000148384,inositol polyphosphate-5-phosphatase E,2,19,0,0,0,0,,,,0.488,1,0.422,
ENSG00000149926,TLC domain containing 3B,3,7,0,0,0,0,,,,0.488,1,1.72,
ENSG00000155906,required for meiotic nuclear division 1 homolog,10,30,0,0,0,0,,,,0.488,1,1.34,
ENSG00000160799,coiled-coil domain containing 12,1,12,0,0,0,0,,,,0.488,1,0.334,
ENSG00000162825,NBPF member 20,3,7,0,0,0,0,,,,0.488,1,1.72,
ENSG00000166887,VPS39 subunit of HOPS complex,8,27,0,0,4,18,,,,0.488,1,1.19,0.892
ENSG00000167842,MIS12 kinetochore complex component,3,6,0,0,0,0,,,,0.488,1,2.01,
ENSG00000172381,,4,27,0,0,0,0,,,,0.488,1,0.595,
ENSG00000179151,enhancer of mRNA decapping 3,1,13,0,0,0,0,,,,0.488,1,0.309,
ENSG00000183578,TNF alpha induced protein 8 like 3,1,13,0,0,0,0,,,,0.488,1,0.309,
ENSG00000186364,nudix hydrolase 17,5,27,0,0,0,0,,,,0.488,1,0.743,
ENSG00000186407,CD300e molecule,2,5,0,0,0,0,,,,0.488,1,1.61,
ENSG00000214655,zinc finger SWIM-type containing 8,1,8,8,15,15,66,,,,0.488,1,1.57,0.912
ENSG00000036530,cytochrome P450 family 46 subfamily A member 1,2,6,0,0,10,24,,,,0.489,1,1.34,1.67
ENSG00000075673,ATPase H+/K+ transporting non-gastric alpha2 subunit,16,51,0,0,0,0,,,,0.489,1,1.26,
ENSG00000100029,pescadillo ribosomal biogenesis factor 1,3,7,0,0,0,0,,,,0.489,1,1.72,
ENSG00000103111,"MON1 homolog B, secretory trafficking associated",4,11,0,0,0,0,,,,0.489,1,1.46,
ENSG00000103642,lactamase beta,2,18,0,0,0,0,,,,0.489,1,0.446,
ENSG00000110422,homeodomain interacting protein kinase 3,3,26,0,0,0,0,,,,0.489,1,0.463,
ENSG00000116885,organic solute carrier partner 1,7,23,0,1,1,6,,,,0.489,1,1.17,0.669
ENSG00000117400,"MPL proto-oncogene, thrombopoietin receptor",10,34,0,0,0,0,,,,0.489,1,1.18,
ENSG00000124784,RIO kinase 1,10,31,0,0,0,0,,,,0.489,1,1.29,
ENSG00000129910,cadherin 15,4,26,0,0,0,0,,,,0.489,1,0.617,
ENSG00000138653,N-deacetylase and N-sulfotransferase 4,6,17,0,0,0,0,,,,0.489,1,1.42,
ENSG00000148572,nuclear receptor binding factor 2,3,7,0,0,0,0,,,,0.489,1,1.72,
ENSG00000154127,ubiquitin associated and SH3 domain containing B,1,12,0,0,0,0,,,,0.489,1,0.334,
ENSG00000162300,zinc finger protein like 1,3,6,0,0,0,0,,,,0.489,1,2.01,
ENSG00000172086,lysine rich coiled-coil 1,4,12,0,0,0,0,,,,0.489,1,1.34,
ENSG00000183340,JRK like,4,10,0,0,0,0,,,,0.489,1,1.61,
ENSG00000185238,protein arginine methyltransferase 3,8,45,0,0,0,0,,,,0.489,1,0.713,
ENSG00000198099,"alcohol dehydrogenase 4 (class II), pi polypeptide",7,16,0,0,0,0,,,,0.489,1,1.76,
ENSG00000204604,zinc finger protein 468,14,55,0,0,0,0,,,,0.489,1,1.02,
ENSG00000254858,MPV17 mitochondrial inner membrane protein like 2,4,14,0,0,0,0,,,,0.489,1,1.15,
ENSG00000007171,nitric oxide synthase 2,18,62,1,1,1,7,,,,0.49,1,1.21,0.573
ENSG00000095906,nucleotide binding protein 2,3,8,0,0,0,0,,,,0.49,1,1.51,
ENSG00000106128,growth hormone releasing hormone receptor,6,18,0,0,0,0,,,,0.49,1,1.34,
ENSG00000113387,SUB1 regulator of transcription,0,1,1,2,4,2,,,,0.49,1,1.34,8.03
ENSG00000114127,"5'-3' exoribonuclease 1",9,25,0,0,0,0,,,,0.49,1,1.45,
ENSG00000149633,KIAA1755,15,70,0,0,0,0,,,,0.49,1,0.86,
ENSG00000151490,protein tyrosine phosphatase receptor type O,10,29,0,0,0,0,,,,0.49,1,1.38,
ENSG00000159261,claudin 14,4,9,0,0,0,0,,,,0.49,1,1.78,
ENSG00000160401,cilia and flagella associated protein 157,3,22,0,0,0,0,,,,0.49,1,0.547,
ENSG00000160593,junction adhesion molecule like,6,15,0,0,0,0,,,,0.49,1,1.61,
ENSG00000186130,zinc finger and BTB domain containing 6,4,12,0,0,0,0,,,,0.49,1,1.34,
ENSG00000187537,POTE ankyrin domain family member G,1,1,1,1,0,4,,,,0.49,1,4.01,0
ENSG00000188690,uroporphyrinogen III synthase,3,6,0,0,0,0,,,,0.49,1,2.01,
ENSG00000198794,secretory carrier membrane protein 5,1,5,0,0,0,3,,,,0.49,1,0.803,0
ENSG00000198862,listerin E3 ubiquitin protein ligase 1,10,39,0,0,0,0,,,,0.49,1,1.03,
ENSG00000203814,H2B clustered histone 18,3,6,1,3,4,18,,,,0.49,1,1.78,0.892
ENSG00000204290,butyrophilin like 2,4,21,0,0,0,0,,,,0.49,1,0.956,
ENSG00000204524,zinc finger protein 805,6,19,0,0,0,0,,,,0.49,1,1.27,
ENSG00000230989,heat shock factor binding protein 1,1,2,0,0,0,0,,,,0.49,1,2.01,
ENSG00000068615,receptor accessory protein 1,1,2,0,0,0,9,,,,0.491,1,2.01,0
ENSG00000068976,"glycogen phosphorylase, muscle associated",13,44,0,0,0,0,,,,0.491,1,1.19,
ENSG00000080910,complement factor H related 2,4,12,0,0,0,0,,,,0.491,1,1.34,
ENSG00000087074,protein phosphatase 1 regulatory subunit 15A,16,46,0,0,0,0,,,,0.491,1,1.4,
ENSG00000102221,jade family PHD finger 3,1,0,0,0,5,14,,,,0.491,1,Infinity,1.43
ENSG00000119953,survival motor neuron domain containing 1,1,1,0,1,1,2,,,,0.491,1,2.01,2.01
ENSG00000123200,zinc finger CCCH-type containing 13,4,10,0,0,0,0,,,,0.491,1,1.61,
ENSG00000126733,dachshund family transcription factor 2,1,9,0,0,0,0,,,,0.491,1,0.446,
ENSG00000142959,bestrophin 4,4,9,0,0,9,27,,,,0.491,1,1.78,1.34
ENSG00000159445,thioesterase superfamily member 4,3,9,0,0,0,0,,,,0.491,1,1.34,
ENSG00000163430,follistatin like 1,0,8,0,0,0,0,,,,0.491,1,0,
ENSG00000164047,cathelicidin antimicrobial peptide,2,4,0,0,0,0,,,,0.491,1,2.01,
ENSG00000171365,chloride voltage-gated channel 5,1,1,0,0,0,0,,,,0.491,1,4.01,
ENSG00000171517,lysophosphatidic acid receptor 3,2,19,0,0,0,0,,,,0.491,1,0.422,
ENSG00000177947,outer dense fiber of sperm tails 3,2,5,0,0,0,0,,,,0.491,1,1.61,
ENSG00000180104,exocyst complex component 3,3,6,0,0,0,0,,,,0.491,1,2.01,
ENSG00000197565,collagen type IV alpha 6 chain,2,18,0,0,0,0,,,,0.491,1,0.446,
ENSG00000087884,adipogenesis associated Mth938 domain containing,4,10,0,0,0,0,,,,0.492,1,1.61,
ENSG00000089685,baculoviral IAP repeat containing 5,2,4,0,0,0,0,,,,0.492,1,2.01,
ENSG00000100271,tubulin tyrosine ligase like 1,5,28,0,0,0,0,,,,0.492,1,0.717,
ENSG00000133943,D-glutamate cyclase,10,50,0,0,0,0,,,,0.492,1,0.803,
ENSG00000143771,cornichon family AMPA receptor auxiliary protein 4,1,12,0,0,0,0,,,,0.492,1,0.334,
ENSG00000156968,MPV17 mitochondrial inner membrane protein like,5,9,0,1,2,3,,,,0.492,1,2.01,2.68
ENSG00000176890,thymidylate synthetase,1,6,3,4,4,11,,,,0.492,1,1.61,1.46
ENSG00000181817,"LSM10, U7 small nuclear RNA associated",2,7,0,0,0,0,,,,0.492,1,1.15,
ENSG00000196517,solute carrier family 6 member 9,6,31,0,0,2,31,,,,0.492,1,0.777,0.259
ENSG00000215695,regulator of solute carriers 1,12,38,0,0,0,0,,,,0.492,1,1.27,
ENSG00000049249,TNF receptor superfamily member 9,3,7,0,0,0,0,,,,0.493,1,1.72,
ENSG00000106038,even-skipped homeobox 1,1,11,0,0,2,3,,,,0.493,1,0.365,2.68
ENSG00000121895,transmembrane protein 156,4,17,0,0,0,0,,,,0.493,1,0.944,
ENSG00000125207,piwi like RNA-mediated gene silencing 1,10,33,0,0,1,3,,,,0.493,1,1.22,1.34
ENSG00000130772,mediator complex subunit 18,5,11,0,0,0,0,,,,0.493,1,1.82,
ENSG00000133067,leucine rich repeat containing G protein-coupled receptor 6,7,23,0,0,0,0,,,,0.493,1,1.22,
ENSG00000160058,BSD domain containing 1,1,12,0,0,0,0,,,,0.493,1,0.334,
ENSG00000176225,rotatin,36,124,0,0,0,0,,,,0.493,1,1.17,
ENSG00000182224,cytochrome b5 domain containing 1,7,23,0,0,0,5,,,,0.493,1,1.22,0
ENSG00000242550,serpin family B member 10,6,31,0,0,0,0,,,,0.493,1,0.777,
ENSG00000055208,TGF-beta activated kinase 1 (MAP3K7) binding protein 2,1,1,0,0,0,0,,,,0.494,1,4.01,
ENSG00000100281,HMG-box containing 4,4,10,0,0,3,10,,,,0.494,1,1.61,1.2
ENSG00000104915,syntaxin 10,6,17,0,0,0,0,,,,0.494,1,1.42,
ENSG00000117000,RLF zinc finger,1,3,0,0,0,0,,,,0.494,1,1.34,
ENSG00000121753,adhesion G protein-coupled receptor B2,4,15,0,0,13,20,,,,0.494,1,1.07,2.61
ENSG00000129159,potassium voltage-gated channel subfamily C member 1,1,2,0,7,15,39,,,,0.494,1,0.446,1.54
ENSG00000129667,rhomboid 5 homolog 2,6,19,0,0,0,0,,,,0.494,1,1.27,
ENSG00000138823,microsomal triglyceride transfer protein,8,26,0,0,0,0,,,,0.494,1,1.24,
ENSG00000143498,"TATA-box binding protein associated factor, RNA polymerase I subunit A",3,21,0,0,0,0,,,,0.494,1,0.573,
ENSG00000151812,solute carrier family 35 member F4,2,17,0,0,0,0,,,,0.494,1,0.472,
ENSG00000152078,TLC domain containing 4,2,5,0,0,0,0,,,,0.494,1,1.61,
ENSG00000158411,microtubule interacting and trafficking domain containing 1,5,13,0,0,0,0,,,,0.494,1,1.54,
ENSG00000165325,deuterosome assembly protein 1,9,27,0,0,0,0,,,,0.494,1,1.34,
ENSG00000177535,olfactory receptor family 2 subfamily B member 11,4,10,0,0,0,0,,,,0.494,1,1.61,
ENSG00000179630,laccase domain containing 1,1,13,0,0,0,0,,,,0.494,1,0.309,
ENSG00000204147,N-acylsphingosine amidohydrolase 2B,1,1,0,0,0,0,,,,0.494,1,4.01,
ENSG00000205358,metallothionein 1H,1,1,0,0,0,0,,,,0.494,1,4.01,
ENSG00000213397,HAUS augmin like complex subunit 7,1,1,0,0,0,0,,,,0.494,1,4.01,
ENSG00000213420,glypican 2,4,10,0,0,3,2,,,,0.494,1,1.61,6.02
ENSG00000237441,ral guanine nucleotide dissociation stimulator like 2,7,17,0,0,0,0,,,,0.494,1,1.65,
ENSG00000253148,regulator of G protein signaling 21,1,11,0,0,0,0,,,,0.494,1,0.365,
ENSG00000011021,chloride voltage-gated channel 6,5,32,0,0,0,0,,,,0.495,1,0.627,
ENSG00000081923,ATPase phospholipid transporting 8B1,14,43,0,0,0,0,,,,0.495,1,1.31,
ENSG00000099985,oncostatin M,1,1,0,0,0,0,,,,0.495,1,4.01,
ENSG00000108001,EBF transcription factor 3,1,1,0,1,10,40,,,,0.495,1,4.01,1
ENSG00000111481,COPI coat complex subunit zeta 1,1,1,0,0,0,0,,,,0.495,1,4.01,
ENSG00000117595,interferon regulatory factor 6,1,1,0,0,2,13,,,,0.495,1,4.01,0.617
ENSG00000125378,bone morphogenetic protein 4,1,1,0,0,0,0,,,,0.495,1,4.01,
ENSG00000129355,cyclin dependent kinase inhibitor 2D,1,1,0,0,0,0,,,,0.495,1,4.01,
